lon,lat,score,chance,tile_id,pathway
31.868645,30.999955,2.925961e-01,0.1540,tile_31.8500_30.9550,texture_glcm
31.868755,30.999955,7.767841e-01,0.5705,tile_31.8500_30.9550,texture_glcm
31.868865,30.999955,9.358643e-01,0.7074,tile_31.8500_30.9550,texture_glcm
31.868975000000002,30.999955,9.448432e-01,0.7151,tile_31.8500_30.9550,texture_glcm
31.869085000000002,30.999955,9.462948e-01,0.7164,tile_31.8500_30.9550,texture_glcm
31.869195,30.999955,9.468396e-01,0.7168,tile_31.8500_30.9550,texture_glcm
31.869305,30.999955,9.472044e-01,0.7171,tile_31.8500_30.9550,texture_glcm
31.869415,30.999955,9.474228e-01,0.7173,tile_31.8500_30.9550,texture_glcm
31.869525000000003,30.999955,9.475344e-01,0.7174,tile_31.8500_30.9550,texture_glcm
31.869635000000002,30.999955,9.472736e-01,0.7172,tile_31.8500_30.9550,texture_glcm
31.869745,30.999955,9.468605e-01,0.7168,tile_31.8500_30.9550,texture_glcm
31.869855,30.999955,9.465088e-01,0.7165,tile_31.8500_30.9550,texture_glcm
31.869965,30.999955,9.464124e-01,0.7165,tile_31.8500_30.9550,texture_glcm
31.870075,30.999955,9.462567e-01,0.7163,tile_31.8500_30.9550,texture_glcm
31.870185000000003,30.999955,9.459415e-01,0.7161,tile_31.8500_30.9550,texture_glcm
31.870295000000002,30.999955,9.456715e-01,0.7158,tile_31.8500_30.9550,texture_glcm
31.870405,30.999955,9.454784e-01,0.7157,tile_31.8500_30.9550,texture_glcm
31.870515,30.999955,9.452899e-01,0.7155,tile_31.8500_30.9550,texture_glcm
31.870625,30.999955,9.449857e-01,0.7152,tile_31.8500_30.9550,texture_glcm
31.870735,30.999955,9.446318e-01,0.7149,tile_31.8500_30.9550,texture_glcm
31.870845000000003,30.999955,9.446425e-01,0.7149,tile_31.8500_30.9550,texture_glcm
31.870955000000002,30.999955,9.060121e-01,0.6817,tile_31.8500_30.9550,texture_glcm
31.871065,30.999955,5.574646e-01,0.3818,tile_31.8500_30.9550,texture_glcm
31.871175,30.999955,1.667955e-01,0.0457,tile_31.8500_30.9550,texture_glcm
31.880305,30.999955,1.158096e-01,0.0019,tile_31.8500_30.9550,texture_glcm
31.880415000000003,30.999955,1.165571e-01,0.0025,tile_31.8500_30.9550,texture_glcm
31.880525000000002,30.999955,1.166345e-01,0.0026,tile_31.8500_30.9550,texture_glcm
31.880635,30.999955,1.167594e-01,0.0027,tile_31.8500_30.9550,texture_glcm
31.880745,30.999955,1.169982e-01,0.0029,tile_31.8500_30.9550,texture_glcm
31.880855,30.999955,1.172576e-01,0.0031,tile_31.8500_30.9550,texture_glcm
31.880965,30.999955,1.174637e-01,0.0033,tile_31.8500_30.9550,texture_glcm
31.881075000000003,30.999955,1.175954e-01,0.0034,tile_31.8500_30.9550,texture_glcm
31.881185000000002,30.999955,1.176706e-01,0.0035,tile_31.8500_30.9550,texture_glcm
31.881295,30.999955,1.176944e-01,0.0035,tile_31.8500_30.9550,texture_glcm
31.881405,30.999955,1.176811e-01,0.0035,tile_31.8500_30.9550,texture_glcm
31.881515,30.999955,1.174806e-01,0.0033,tile_31.8500_30.9550,texture_glcm
31.881625,30.999955,1.170587e-01,0.0029,tile_31.8500_30.9550,texture_glcm
31.881735000000003,30.999955,1.165049e-01,0.0025,tile_31.8500_30.9550,texture_glcm
31.902085,30.999955,1.293856e-01,0.0135,tile_31.8500_30.9550,texture_glcm
31.902195000000003,30.999955,1.365299e-01,0.0197,tile_31.8500_30.9550,texture_glcm
31.902305000000002,30.999955,1.365443e-01,0.0197,tile_31.8500_30.9550,texture_glcm
31.902415,30.999955,1.366480e-01,0.0198,tile_31.8500_30.9550,texture_glcm
31.902525,30.999955,1.368109e-01,0.0199,tile_31.8500_30.9550,texture_glcm
31.902635,30.999955,1.369998e-01,0.0201,tile_31.8500_30.9550,texture_glcm
31.902745,30.999955,1.371807e-01,0.0203,tile_31.8500_30.9550,texture_glcm
31.902855000000002,30.999955,1.373974e-01,0.0204,tile_31.8500_30.9550,texture_glcm
31.902965000000002,30.999955,1.376577e-01,0.0207,tile_31.8500_30.9550,texture_glcm
31.903075,30.999955,1.378155e-01,0.0208,tile_31.8500_30.9550,texture_glcm
31.903185,30.999955,1.379210e-01,0.0209,tile_31.8500_30.9550,texture_glcm
31.903295,30.999955,1.380204e-01,0.0210,tile_31.8500_30.9550,texture_glcm
31.903405000000003,30.999955,1.379782e-01,0.0209,tile_31.8500_30.9550,texture_glcm
31.903515000000002,30.999955,1.378906e-01,0.0209,tile_31.8500_30.9550,texture_glcm
31.903625,30.999955,1.377981e-01,0.0208,tile_31.8500_30.9550,texture_glcm
31.903735,30.999955,1.376040e-01,0.0206,tile_31.8500_30.9550,texture_glcm
31.903845,30.999955,1.374948e-01,0.0205,tile_31.8500_30.9550,texture_glcm
31.903955,30.999955,1.374786e-01,0.0205,tile_31.8500_30.9550,texture_glcm
31.904065000000003,30.999955,1.373796e-01,0.0204,tile_31.8500_30.9550,texture_glcm
31.904175000000002,30.999955,1.372125e-01,0.0203,tile_31.8500_30.9550,texture_glcm
31.904285,30.999955,1.200613e-01,0.0055,tile_31.8500_30.9550,texture_glcm
31.868645,30.999865,2.924500e-01,0.1538,tile_31.8500_30.9550,texture_glcm
31.868755,30.999865,7.765849e-01,0.5703,tile_31.8500_30.9550,texture_glcm
31.868865,30.999865,9.355996e-01,0.7072,tile_31.8500_30.9550,texture_glcm
31.868975000000002,30.999865,9.445723e-01,0.7149,tile_31.8500_30.9550,texture_glcm
31.869085000000002,30.999865,9.460247e-01,0.7161,tile_31.8500_30.9550,texture_glcm
31.869195,30.999865,9.465547e-01,0.7166,tile_31.8500_30.9550,texture_glcm
31.869305,30.999865,9.469042e-01,0.7169,tile_31.8500_30.9550,texture_glcm
31.869415,30.999865,9.471163e-01,0.7171,tile_31.8500_30.9550,texture_glcm
31.869525000000003,30.999865,9.472379e-01,0.7172,tile_31.8500_30.9550,texture_glcm
31.869635000000002,30.999865,9.469762e-01,0.7169,tile_31.8500_30.9550,texture_glcm
31.869745,30.999865,9.465771e-01,0.7166,tile_31.8500_30.9550,texture_glcm
31.869855,30.999865,9.462730e-01,0.7163,tile_31.8500_30.9550,texture_glcm
31.869965,30.999865,9.462091e-01,0.7163,tile_31.8500_30.9550,texture_glcm
31.870075,30.999865,9.460720e-01,0.7162,tile_31.8500_30.9550,texture_glcm
31.870185000000003,30.999865,9.457887e-01,0.7159,tile_31.8500_30.9550,texture_glcm
31.870295000000002,30.999865,9.455534e-01,0.7157,tile_31.8500_30.9550,texture_glcm
31.870405,30.999865,9.453748e-01,0.7156,tile_31.8500_30.9550,texture_glcm
31.870515,30.999865,9.451950e-01,0.7154,tile_31.8500_30.9550,texture_glcm
31.870625,30.999865,9.449164e-01,0.7152,tile_31.8500_30.9550,texture_glcm
31.870735,30.999865,9.445586e-01,0.7149,tile_31.8500_30.9550,texture_glcm
31.870845000000003,30.999865,9.445617e-01,0.7149,tile_31.8500_30.9550,texture_glcm
31.870955000000002,30.999865,9.059452e-01,0.6816,tile_31.8500_30.9550,texture_glcm
31.871065,30.999865,5.574183e-01,0.3818,tile_31.8500_30.9550,texture_glcm
31.871175,30.999865,1.667291e-01,0.0457,tile_31.8500_30.9550,texture_glcm
31.880305,30.999865,1.204419e-01,0.0059,tile_31.8500_30.9550,texture_glcm
31.880415000000003,30.999865,1.213623e-01,0.0066,tile_31.8500_30.9550,texture_glcm
31.880525000000002,30.999865,1.214217e-01,0.0067,tile_31.8500_30.9550,texture_glcm
31.880635,30.999865,1.215665e-01,0.0068,tile_31.8500_30.9550,texture_glcm
31.880745,30.999865,1.217907e-01,0.0070,tile_31.8500_30.9550,texture_glcm
31.880855,30.999865,1.220324e-01,0.0072,tile_31.8500_30.9550,texture_glcm
31.880965,30.999865,1.222698e-01,0.0074,tile_31.8500_30.9550,texture_glcm
31.881075000000003,30.999865,1.224204e-01,0.0076,tile_31.8500_30.9550,texture_glcm
31.881185000000002,30.999865,1.224896e-01,0.0076,tile_31.8500_30.9550,texture_glcm
31.881295,30.999865,1.225176e-01,0.0076,tile_31.8500_30.9550,texture_glcm
31.881405,30.999865,1.225031e-01,0.0076,tile_31.8500_30.9550,texture_glcm
31.881515,30.999865,1.223189e-01,0.0075,tile_31.8500_30.9550,texture_glcm
31.881625,30.999865,1.219533e-01,0.0072,tile_31.8500_30.9550,texture_glcm
31.881735000000003,30.999865,1.214955e-01,0.0068,tile_31.8500_30.9550,texture_glcm
31.902085,30.999865,1.269206e-01,0.0114,tile_31.8500_30.9550,texture_glcm
31.902195000000003,30.999865,1.339594e-01,0.0175,tile_31.8500_30.9550,texture_glcm
31.902305000000002,30.999865,1.339657e-01,0.0175,tile_31.8500_30.9550,texture_glcm
31.902415,30.999865,1.340495e-01,0.0176,tile_31.8500_30.9550,texture_glcm
31.902525,30.999865,1.342032e-01,0.0177,tile_31.8500_30.9550,texture_glcm
31.902635,30.999865,1.343865e-01,0.0178,tile_31.8500_30.9550,texture_glcm
31.902745,30.999865,1.345483e-01,0.0180,tile_31.8500_30.9550,texture_glcm
31.902855000000002,30.999865,1.347508e-01,0.0182,tile_31.8500_30.9550,texture_glcm
31.902965000000002,30.999865,1.349738e-01,0.0184,tile_31.8500_30.9550,texture_glcm
31.903075,30.999865,1.350898e-01,0.0185,tile_31.8500_30.9550,texture_glcm
31.903185,30.999865,1.351795e-01,0.0185,tile_31.8500_30.9550,texture_glcm
31.903295,30.999865,1.352821e-01,0.0186,tile_31.8500_30.9550,texture_glcm
31.903405000000003,30.999865,1.352460e-01,0.0186,tile_31.8500_30.9550,texture_glcm
31.903515000000002,30.999865,1.351649e-01,0.0185,tile_31.8500_30.9550,texture_glcm
31.903625,30.999865,1.350762e-01,0.0184,tile_31.8500_30.9550,texture_glcm
31.903735,30.999865,1.348809e-01,0.0183,tile_31.8500_30.9550,texture_glcm
31.903845,30.999865,1.347512e-01,0.0182,tile_31.8500_30.9550,texture_glcm
31.903955,30.999865,1.347455e-01,0.0182,tile_31.8500_30.9550,texture_glcm
31.904065000000003,30.999865,1.346585e-01,0.0181,tile_31.8500_30.9550,texture_glcm
31.904175000000002,30.999865,1.344946e-01,0.0179,tile_31.8500_30.9550,texture_glcm
31.904285,30.999865,1.176503e-01,0.0034,tile_31.8500_30.9550,texture_glcm
31.868645,30.999775,2.919311e-01,0.1534,tile_31.8500_30.9550,texture_glcm
31.868755,30.999775,7.763083e-01,0.5701,tile_31.8500_30.9550,texture_glcm
31.868865,30.999775,9.353124e-01,0.7069,tile_31.8500_30.9550,texture_glcm
31.868975000000002,30.999775,9.442520e-01,0.7146,tile_31.8500_30.9550,texture_glcm
31.869085000000002,30.999775,9.456685e-01,0.7158,tile_31.8500_30.9550,texture_glcm
31.869195,30.999775,9.461883e-01,0.7163,tile_31.8500_30.9550,texture_glcm
31.869305,30.999775,9.465510e-01,0.7166,tile_31.8500_30.9550,texture_glcm
31.869415,30.999775,9.467802e-01,0.7168,tile_31.8500_30.9550,texture_glcm
31.869525000000003,30.999775,9.469192e-01,0.7169,tile_31.8500_30.9550,texture_glcm
31.869635000000002,30.999775,9.466659e-01,0.7167,tile_31.8500_30.9550,texture_glcm
31.869745,30.999775,9.463117e-01,0.7164,tile_31.8500_30.9550,texture_glcm
31.869855,30.999775,9.460881e-01,0.7162,tile_31.8500_30.9550,texture_glcm
31.869965,30.999775,9.460667e-01,0.7162,tile_31.8500_30.9550,texture_glcm
31.870075,30.999775,9.459693e-01,0.7161,tile_31.8500_30.9550,texture_glcm
31.870185000000003,30.999775,9.457403e-01,0.7159,tile_31.8500_30.9550,texture_glcm
31.870295000000002,30.999775,9.455654e-01,0.7157,tile_31.8500_30.9550,texture_glcm
31.870405,30.999775,9.454462e-01,0.7156,tile_31.8500_30.9550,texture_glcm
31.870515,30.999775,9.453298e-01,0.7155,tile_31.8500_30.9550,texture_glcm
31.870625,30.999775,9.450980e-01,0.7153,tile_31.8500_30.9550,texture_glcm
31.870735,30.999775,9.447473e-01,0.7150,tile_31.8500_30.9550,texture_glcm
31.870845000000003,30.999775,9.447512e-01,0.7150,tile_31.8500_30.9550,texture_glcm
31.870955000000002,30.999775,9.061220e-01,0.6818,tile_31.8500_30.9550,texture_glcm
31.871065,30.999775,5.575730e-01,0.3819,tile_31.8500_30.9550,texture_glcm
31.871175,30.999775,1.668281e-01,0.0458,tile_31.8500_30.9550,texture_glcm
31.880305,30.999775,1.205702e-01,0.0060,tile_31.8500_30.9550,texture_glcm
31.880415000000003,30.999775,1.214519e-01,0.0067,tile_31.8500_30.9550,texture_glcm
31.880525000000002,30.999775,1.214589e-01,0.0067,tile_31.8500_30.9550,texture_glcm
31.880635,30.999775,1.216021e-01,0.0068,tile_31.8500_30.9550,texture_glcm
31.880745,30.999775,1.218222e-01,0.0070,tile_31.8500_30.9550,texture_glcm
31.880855,30.999775,1.220435e-01,0.0072,tile_31.8500_30.9550,texture_glcm
31.880965,30.999775,1.222879e-01,0.0074,tile_31.8500_30.9550,texture_glcm
31.881075000000003,30.999775,1.224538e-01,0.0076,tile_31.8500_30.9550,texture_glcm
31.881185000000002,30.999775,1.225086e-01,0.0076,tile_31.8500_30.9550,texture_glcm
31.881295,30.999775,1.225380e-01,0.0077,tile_31.8500_30.9550,texture_glcm
31.881405,30.999775,1.225322e-01,0.0076,tile_31.8500_30.9550,texture_glcm
31.881515,30.999775,1.223704e-01,0.0075,tile_31.8500_30.9550,texture_glcm
31.881625,30.999775,1.220584e-01,0.0072,tile_31.8500_30.9550,texture_glcm
31.881735000000003,30.999775,1.217044e-01,0.0069,tile_31.8500_30.9550,texture_glcm
31.902965000000002,30.999775,1.137043e-01,0.0001,tile_31.8500_30.9550,texture_glcm
31.903075,30.999775,1.137571e-01,0.0001,tile_31.8500_30.9550,texture_glcm
31.903185,30.999775,1.138470e-01,0.0002,tile_31.8500_30.9550,texture_glcm
31.903295,30.999775,1.139709e-01,0.0003,tile_31.8500_30.9550,texture_glcm
31.903405000000003,30.999775,1.139563e-01,0.0003,tile_31.8500_30.9550,texture_glcm
31.903515000000002,30.999775,1.138755e-01,0.0002,tile_31.8500_30.9550,texture_glcm
31.903625,30.999775,1.137984e-01,0.0001,tile_31.8500_30.9550,texture_glcm
31.868645,30.999685,2.910709e-01,0.1526,tile_31.8500_30.9550,texture_glcm
31.868755,30.999685,7.759948e-01,0.5698,tile_31.8500_30.9550,texture_glcm
31.868865,30.999685,9.350532e-01,0.7067,tile_31.8500_30.9550,texture_glcm
31.868975000000002,30.999685,9.439710e-01,0.7144,tile_31.8500_30.9550,texture_glcm
31.869085000000002,30.999685,9.453415e-01,0.7155,tile_31.8500_30.9550,texture_glcm
31.869195,30.999685,9.458752e-01,0.7160,tile_31.8500_30.9550,texture_glcm
31.869305,30.999685,9.462617e-01,0.7163,tile_31.8500_30.9550,texture_glcm
