lon,lat,score,chance,tile_id,pathway
32.852160000000005,24.13992,1.091462e-01,0.0008,tile_32.8500_24.0600,crosspol_ratio_variance
32.85344,24.13992,1.517570e-01,0.0016,tile_32.8500_24.0600,crosspol_ratio_variance
32.855360000000005,24.13992,7.902921e-02,0.0003,tile_32.8500_24.0600,crosspol_ratio_variance
32.856320000000004,24.13992,8.487745e-02,0.0004,tile_32.8500_24.0600,crosspol_ratio_variance
32.856480000000005,24.13992,8.804939e-02,0.0004,tile_32.8500_24.0600,crosspol_ratio_variance
32.85664,24.13992,8.572625e-02,0.0004,tile_32.8500_24.0600,crosspol_ratio_variance
32.8568,24.13992,6.389296e-01,0.0104,tile_32.8500_24.0600,crosspol_ratio_variance
32.85696,24.13992,2.674840e-01,0.0037,tile_32.8500_24.0600,crosspol_ratio_variance
32.85712,24.13992,3.600259e-01,0.0053,tile_32.8500_24.0600,crosspol_ratio_variance
32.85728,24.13992,5.008593e-01,0.0079,tile_32.8500_24.0600,crosspol_ratio_variance
32.857440000000004,24.13992,1.775458e-01,0.0020,tile_32.8500_24.0600,crosspol_ratio_variance
32.85792,24.13992,1.242820e-01,0.0011,tile_32.8500_24.0600,crosspol_ratio_variance
32.85808,24.13992,2.817570e-01,0.0039,tile_32.8500_24.0600,crosspol_ratio_variance
32.85824,24.13992,1.065814e-01,0.0008,tile_32.8500_24.0600,crosspol_ratio_variance
32.8584,24.13992,6.529480e-02,0.0000,tile_32.8500_24.0600,crosspol_ratio_variance
32.858560000000004,24.13992,1.472815e-01,0.0015,tile_32.8500_24.0600,crosspol_ratio_variance
32.85888,24.13992,8.860751e-02,0.0004,tile_32.8500_24.0600,crosspol_ratio_variance
32.85904,24.13992,2.058156e-01,0.0025,tile_32.8500_24.0600,crosspol_ratio_variance
32.8592,24.13992,1.082843e-01,0.0008,tile_32.8500_24.0600,crosspol_ratio_variance
32.85936,24.13992,1.900910e-01,0.0023,tile_32.8500_24.0600,crosspol_ratio_variance
32.85952,24.13992,8.283682e-02,0.0003,tile_32.8500_24.0600,crosspol_ratio_variance
32.859680000000004,24.13992,1.916167e-01,0.0023,tile_32.8500_24.0600,crosspol_ratio_variance
32.85984,24.13992,9.493214e-02,0.0005,tile_32.8500_24.0600,crosspol_ratio_variance
32.860640000000004,24.13992,7.013853e-02,0.0001,tile_32.8500_24.0600,crosspol_ratio_variance
32.860800000000005,24.13992,1.219626e-01,0.0010,tile_32.8500_24.0600,crosspol_ratio_variance
32.86096,24.13992,1.651534e-01,0.0018,tile_32.8500_24.0600,crosspol_ratio_variance
32.86112,24.13992,3.967991e-01,0.0060,tile_32.8500_24.0600,crosspol_ratio_variance
32.86128,24.13992,7.621095e-02,0.0002,tile_32.8500_24.0600,crosspol_ratio_variance
32.86144,24.13992,6.824122e-02,0.0001,tile_32.8500_24.0600,crosspol_ratio_variance
32.861760000000004,24.13992,1.505960e-01,0.0016,tile_32.8500_24.0600,crosspol_ratio_variance
32.86208,24.13992,6.551987e-02,0.0000,tile_32.8500_24.0600,crosspol_ratio_variance
32.86224,24.13992,2.058316e-01,0.0025,tile_32.8500_24.0600,crosspol_ratio_variance
32.86256,24.13992,8.060048e-02,0.0003,tile_32.8500_24.0600,crosspol_ratio_variance
32.862880000000004,24.13992,1.213236e-01,0.0010,tile_32.8500_24.0600,crosspol_ratio_variance
32.86384,24.13992,1.151309e-01,0.0009,tile_32.8500_24.0600,crosspol_ratio_variance
32.86416,24.13992,8.172038e-02,0.0003,tile_32.8500_24.0600,crosspol_ratio_variance
32.86528,24.13992,2.394740e-01,0.0032,tile_32.8500_24.0600,crosspol_ratio_variance
32.86576,24.13992,1.223873e-01,0.0010,tile_32.8500_24.0600,crosspol_ratio_variance
32.86656,24.13992,2.924167e-01,0.0041,tile_32.8500_24.0600,crosspol_ratio_variance
32.86688,24.13992,8.080374e-02,0.0003,tile_32.8500_24.0600,crosspol_ratio_variance
32.867200000000004,24.13992,2.522604e-01,0.0034,tile_32.8500_24.0600,crosspol_ratio_variance
32.86736,24.13992,7.704019e-02,0.0002,tile_32.8500_24.0600,crosspol_ratio_variance
32.86752,24.13992,1.768762e-01,0.0020,tile_32.8500_24.0600,crosspol_ratio_variance
